invoice_no,transaction_date,customer_id,description,category,order_city_cleaned,order_postal,state,region,latitude,longitude,quantity,costs,profit_per_unit,baseline_shipping_cost,hypothesis_factor,hypothesis_shipping_cost,profit_before_shipping,profit_after_baseline,profit_after_hypothesis
540247,1/5/2021 15:56,15464,Dog and Puppy Pads,Disposables,richfield,55423-2370,MN,Central,448.766,-932.878,1,5,11.7,5,1.0,5,11.7,6.7,6.7
540247,1/5/2021 15:56,15464,Indoor Pet Camera,Electronics,richfield,55423-2370,MN,Central,448.766,-932.878,1,7,-0.3,7,1.0,7,-0.3,-7.3,-7.3
540247,1/5/2021 15:56,15464,Pet Odor Eliminator,Cleanig Supplies,richfield,55423-2370,MN,Central,448.766,-932.878,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
540247,1/5/2021 15:56,15464,Sheba Perfect Portions Pat Wet Cat Food,Food,richfield,55423-2370,MN,Central,448.766,-932.878,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
540247,1/5/2021 15:56,15464,UltraSound Dog Barking Deterrent,Electronics,richfield,55423-2370,MN,Central,448.766,-932.878,1,5,9.7,5,1.0,5,9.7,4.7,4.7
540249,1/5/2021 16:00,15298,ProBiotic Supplements for Dogs,Supplements,east tawas,48730-9434,MI,Central,442.795,-834.903,2,7,7.7,11.9,0.8,11.2,15.4,3.5,4.2
540253,1/5/2021 16:28,13225,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,san jose,95120-2811,CA,West,372.751,-1.218.261,17,6,1.9,73.2,0.3,30.6,32.3,-40.9,1.7
540257,1/5/2021 17:33,12748,Dog and Puppy Pads,Disposables,copperopolis,95228-9644,CA,West,37.981,-1.206.419,1,5,11.7,5,1.0,5,11.7,6.7,6.7
540259,1/6/2021 09:00,18226,Rechargeable Pet Nail Grinder,Grooming,oconto falls,54154-1602,WI,Central,448.739,-881.429,1,5,10.5,5,1.0,5,10.5,5.5,5.5
540259,1/6/2021 09:00,18226,UltraSound Dog Barking Deterrent,Electronics,oconto falls,54154-1602,WI,Central,448.739,-881.429,1,5,9.7,5,1.0,5,9.7,4.7,4.7
540260,1/6/2021 09:40,13097,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,porter ranch,91326-4556,CA,West,342.876,-1.185.528,1,20,41.5,20,1.0,20,41.5,21.5,21.5
540264,1/6/2021 10:20,17949,Sheba Perfect Portions Pat Wet Cat Food,Food,vienna,22182-3405,VA,East,389.013,-772.652,100,2.5,1.82,175.75,0.3,75.0,182.0,6.25,107.0
540265,1/6/2021 10:46,15271,UltraSound Dog Barking Deterrent,Electronics,ann arbor,48108-2617,MI,Central,422.682,-837.312,1,5,9.7,5,1.0,5,9.7,4.7,4.7
540267,1/6/2021 11:12,12415,UltraSound Dog Barking Deterrent,Electronics,far hills,07931-2804,NJ,East,406.843,-746.357,40,5,5.5,141.5,0.3,60.0,220.0,78.5,160.0
540268,1/6/2021 11:25,13458,Dog and Puppy Pads,Disposables,san dimas,91773,CA,West,341.067,-1.178.067,6,5,9.3,22.5,0.5,15.0,55.8,33.3,40.8
540268,1/6/2021 11:25,13458,Earth Rated Dog Poop Bags,Disposables,san dimas,91773,CA,West,341.067,-1.178.067,2,4,6.7,6.8,0.8,6.4,13.4,6.6,7.0
540268,1/6/2021 11:25,13458,Pet Grooming Brush,Grooming,san dimas,91773,CA,West,341.067,-1.178.067,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
540268,1/6/2021 11:25,13458,Pet Odor Eliminator,Cleanig Supplies,san dimas,91773,CA,West,341.067,-1.178.067,8,4,6.14,23.6,0.4,12.8,49.12,25.52,36.32
,1/6/2021 11:25,13458,Sheba Perfect Portions Pat Wet Cat Food,Food,san dimas,91773,CA,West,341.067,-1.178.067,10,2.5,2.6,18.25,0.3,7.5,26.0,7.75,18.5
540275,1/6/2021 12:11,13680,Earth Rated Dog Poop Bags,Disposables,washington,20010-3012,DC,East,38.895,-770.366,17,4,4.9,48.8,0.3,20.4,83.3,34.5,62.9
540275,,13680,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,washington,20010-3012,DC,East,38.895,-770.366,4,6,3.7,18.6,0.6,14.4,14.8,-3.8,0.400000000000002
540275,1/6/2021 12:11,13680,Pet Grooming Brush,Grooming,washington,20010-3012,DC,East,38.895,-770.366,17,5,4.7,61.0,0.3,25.5,79.9,18.9,54.4
540275,1/6/2021 12:11,13680,ProBiotic Supplements for Dogs,Supplements,washington,20010-3012,DC,East,38.895,-770.366,12,7,3.0,60.9,0.3,25.2,36.0,-24.9,10.8
540275,1/6/2021 12:11,13680,Sheba Perfect Portions Pat Wet Cat Food,Food,washington,20010-3012,DC,East,38.895,-770.366,2,2.5,2.6,4.25,0.8,4.0,5.2,0.95,1.2
540276,1/6/2021 12:16,14680,Earth Rated Dog Poop Bags,Disposables,elkhart,46514-9151,IN,Central,41.682,-859.767,17,4,4.9,48.8,0.3,20.4,83.3,34.5,62.9
540276,1/6/2021 12:16,14680,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,elkhart,46514-9151,IN,Central,41.682,-859.767,4,6,3.7,18.6,0.6,14.4,14.8,-3.8,0.400000000000002
540276,1/6/2021 12:16,14680,Pet Grooming Brush,Grooming,elkhart,46514-9151,IN,Central,41.682,-859.767,17,5,4.7,61.0,0.3,25.5,79.9,18.9,54.4
540276,1/6/2021 12:16,14680,ProBiotic Supplements for Dogs,Supplements,elkhart,46514-9151,IN,Central,41.682,-859.767,12,7,3.5,60.9,0.3,25.2,42.0,-18.9,16.8
540276,1/6/2021 12:16,14680,Sheba Perfect Portions Pat Wet Cat Food,Food,elkhart,46514-9151,IN,Central,41.682,-859.767,2,2.5,2.6,4.25,0.8,4.0,5.2,0.95,1.2
540277,1/6/2021 12:18,14258,Dog and Puppy Pads,Disposables,mcdonough,30253-8514,GA,East,334.473,-841.469,6,5,9.3,22.5,0.5,15.0,55.8,33.3,40.8
540277,1/6/2021 12:18,14258,Earth Rated Dog Poop Bags,Disposables,mcdonough,30253-8514,GA,East,334.473,-841.469,17,4,4.9,48.8,0.3,20.4,83.3,34.5,62.9
540277,1/6/2021 12:18,14258,NexGard Chew for Dogs,Food,mcdonough,30253-8514,GA,East,334.473,-841.469,2,7,3.3,11.9,0.8,11.2,6.6,-5.3,-4.6
540277,1/6/2021 12:18,14258,Pet Grooming Brush,Grooming,mcdonough,30253-8514,GA,East,334.473,-841.469,5,5,5.9,19.0,0.5,12.5,29.5,10.5,17.0
540277,1/6/2021 12:18,14258,ProBiotic Supplements for Dogs,Supplements,mcdonough,30253-8514,GA,East,334.473,-841.469,4,7,3.5,21.7,0.6,16.8,14.0,-7.7,-2.8
540278,1/6/2021 12:31,15719,Dog and Puppy Pads,Disposables,monroe,28110-9050,NC,East,349.854,-805.495,1,5,11.7,5,1.0,5,11.7,6.7,6.7
540278,1/6/2021 12:31,15719,Earth Rated Dog Poop Bags,Disposables,monroe,28110-9050,NC,East,349.854,-805.495,3,4,6.7,9.6,0.6,7.2,20.1,10.5,12.9
540278,1/6/2021 12:31,15719,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,monroe,28110-9050,NC,East,349.854,-805.495,1,6,3.7,6,1.0,6,3.7,-2.3,-2.3
540278,1/6/2021 12:31,15719,NexGard Chew for Dogs,Food,monroe,28110-9050,NC,East,349.854,-805.495,1,7,8.7,7,1.0,7,8.7,1.7,1.7
540278,1/6/2021 12:31,15719,Pet Grooming Brush,Grooming,monroe,28110-9050,NC,East,349.854,-805.495,1,5,5.9,5,1.0,5,5.9,0.9,0.9
540278,1/6/2021 12:31,15719,Pet Odor Eliminator,Cleanig Supplies,monroe,28110-9050,NC,East,349.854,-805.495,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
540288,1/6/2021 12:45,17634,Dog and Puppy Pads,Disposables,montgomery,77316-2811,TX,Central,303.883,-956.963,1,5,11.7,5,1.0,5,11.7,6.7,6.7
540288,1/6/2021 12:45,17634,NexGard Chew for Dogs,Food,montgomery,77316-2811,TX,Central,303.883,-956.963,1,7,8.7,7,1.0,7,8.7,1.7,1.7
540288,1/6/2021 12:45,17634,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,montgomery,77316-2811,TX,Central,303.883,-956.963,1,20,41.5,20,1.0,20,41.5,21.5,21.5
540288,1/6/2021 12:45,17634,UltraSound Dog Barking Deterrent,Electronics,montgomery,77316-2811,TX,Central,303.883,-956.963,1,5,9.7,5,1.0,5,9.7,4.7,4.7
540316,1/6/2021 13:00,16676,UltraSound Dog Barking Deterrent,Electronics,new washington,44854,OH,Central,409.623,-828.544,1,5,9.7,5,1.0,5,9.7,4.7,4.7
540345,1/6/2021 13:19,14299,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,college park,30349-3512,GA,East,336.534,-844.494,6,20,30.7,90.0,0.5,60.0,184.2,94.2,124.2
540348,1/6/2021 13:56,12841,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,hawthorne,90250-6023,CA,West,339.113,-1.183.478,1,12,9.9,12,1.0,12,9.9,-2.1,-2.1
540349,1/6/2021 14:07,15379,Dog and Puppy Pads,Disposables,grosse pointe park,48230-1849,MI,Central,423.759,-829.374,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
540349,1/6/2021 14:07,15379,Earth Rated Dog Poop Bags,Disposables,grosse pointe park,48230-1849,MI,Central,423.759,-829.374,2,4,6.7,6.8,0.8,6.4,13.4,6.6,7.0
540349,1/6/2021 14:07,15379,Pet Odor Eliminator,Cleanig Supplies,grosse pointe park,48230-1849,MI,Central,423.759,-829.374,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
540349,1/6/2021 14:07,15379,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,grosse pointe park,48230-1849,MI,Central,423.759,-829.374,1,20,41.5,20,1.0,20,41.5,21.5,21.5
540350,1/6/2021 14:14,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,6.7,4,1.0,4,6.7,2.7,2.7
540350,1/6/2021 14:14,18283,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,jackson,83001-9460,WY,West,43.48,-1.107.618,1,6,3.7,6,1.0,6,3.7,-2.3,-2.3
540350,1/6/2021 14:14,18283,UltraSound Dog Barking Deterrent,Electronics,jackson,83001-9460,WY,West,43.48,-1.107.618,1,5,9.7,5,1.0,5,9.7,4.7,4.7
540352,1/6/2021 14:27,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,1,9,26.46,9,1.0,9,26.46,17.46,17.46
540352,1/6/2021 14:27,,Pet Grooming Brush,Grooming,,,,,,,1,5,21.26,5,1.0,5,21.26,16.26,16.26
540352,1/6/2021 14:27,,Sheba Perfect Portions Pat Wet Cat Food,Food,,,,,,,1,2.5,7.46,2.5,1.0,2.5,7.46,4.96,4.96
540352,1/6/2021 14:27,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,,,,,,,1,20,117.94,20,1.0,20,117.94,97.94,97.94
540352,1/6/2021 14:27,,UltraSound Dog Barking Deterrent,Electronics,,,,,,,1,5,46.12,5,1.0,5,46.12,41.12,41.12
540353,1/6/2021 14:53,13764,Earth Rated Dog Poop Bags,Disposables,doral,33198-1534,FL,East,258.195,-803.553,1,4,6.7,4,1.0,4,6.7,2.7,2.7
540353,1/6/2021 14:53,13764,Sheba Perfect Portions Pat Wet Cat Food,Food,doral,33198-1534,FL,East,258.195,-803.553,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
540353,1/6/2021 14:53,13764,UltraSound Dog Barking Deterrent,Electronics,doral,33198-1534,FL,East,258.195,-803.553,1,5,9.7,5,1.0,5,9.7,4.7,4.7
540354,,13576,Canned Cat Food,Food,colorado springs,80917-3544,CO,Central,38.834,-1.048.253,8,9,8.34,53.1,0.4,28.8,66.72,13.62,37.92
540355,1/6/2021 15:11,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,1,5,47.92,5,1.0,5,47.92,42.92,42.92
540355,1/6/2021 15:11,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,1,9,31.62,9,1.0,9,31.62,22.62,22.62
540355,1/6/2021 15:11,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,,,,,,,2,20,117.94,34.0,0.8,32.0,235.88,201.88,203.88
540356,1/6/2021 15:12,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,,,,,,,1,20,117.94,20,1.0,20,117.94,97.94,97.94
,1/6/2021 15:14,13093,Pet Grooming Brush,Grooming,pomona,91766-1941,CA,West,340.554,-1.177.517,4,5,5.9,15.5,0.6,12.0,23.6,8.1,11.6
540357,1/6/2021 15:14,13093,Sheba Perfect Portions Pat Wet Cat Food,Food,pomona,91766-1941,CA,West,340.554,-1.177.517,4,2.5,2.6,7.75,0.6,6.0,10.4,2.65,4.4
540359,1/6/2021 15:29,18041,Earth Rated Dog Poop Bags,Disposables,lynnwood,98087-8427,WA,West,478.279,-1.223.054,1,4,6.7,4,1.0,4,6.7,2.7,2.7
,1/6/2021 15:41,13408,Dog and Puppy Pads,Disposables,paso robles,93446,CA,West,356.268,-1.206.912,6,5,9.3,22.5,0.5,15.0,55.8,33.3,40.8
540364,1/6/2021 16:03,14505,Dog and Puppy Pads,Disposables,evanston,60201-2565,IL,Central,420.447,-87.693,1,5,11.7,5,1.0,5,11.7,6.7,6.7
540364,1/6/2021 16:03,14505,ProBiotic Supplements for Dogs,Supplements,evanston,60201-2565,IL,Central,420.447,-87.693,1,7,7.7,7,1.0,7,7.7,0.7,0.7
540364,1/6/2021 16:03,14505,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,evanston,60201-2565,IL,Central,420.447,-87.693,1,20,41.5,20,1.0,20,41.5,21.5,21.5
540364,1/6/2021 16:03,14505,UltraSound Dog Barking Deterrent,Electronics,evanston,60201-2565,IL,Central,420.447,-87.693,1,5,9.7,5,1.0,5,9.7,4.7,4.7
540365,,12413,Earth Rated Dog Poop Bags,Disposables,new york,10016,NY,East,407.648,-739.808,2,4,6.7,6.8,0.8,6.4,13.4,6.6,7.0
540371,1/6/2021 16:35,14312,Dog and Puppy Pads,Disposables,statesboro,30458,GA,East,32.449,-817.833,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
540371,1/6/2021 16:35,14312,NexGard Chew for Dogs,Food,statesboro,30458,GA,East,32.449,-817.833,1,7,8.7,7,1.0,7,8.7,1.7,1.7
540372,1/6/2021 16:41,13081,Dog and Puppy Pads,Disposables,pittsburg,94565-2126,CA,West,38.028,-1.218.847,6,5,9.3,22.5,0.5,15.0,55.8,33.3,40.8
540372,1/6/2021 16:41,13081,Indoor Pet Camera,Electronics,pittsburg,94565-2126,CA,West,38.028,-1.218.847,1,7,-0.3,7,1.0,7,-0.3,-7.3,-7.3
540372,1/6/2021 16:41,13081,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,pittsburg,94565-2126,CA,West,38.028,-1.218.847,3,12,9.9,28.8,0.6,21.6,29.7,0.900000000000006,8.10000000000001
540372,1/6/2021 16:41,13081,Pet Grooming Brush,Grooming,pittsburg,94565-2126,CA,West,38.028,-1.218.847,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
540372,1/6/2021 16:41,13081,ProBiotic Supplements for Dogs,Supplements,pittsburg,94565-2126,CA,West,38.028,-1.218.847,2,7,7.7,11.9,0.8,11.2,15.4,3.5,4.2
540372,1/6/2021 16:41,13081,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,pittsburg,94565-2126,CA,West,38.028,-1.218.847,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
540372,1/6/2021 16:41,13081,UltraSound Dog Barking Deterrent,Electronics,pittsburg,94565-2126,CA,West,38.028,-1.218.847,1,5,9.7,5,1.0,5,9.7,4.7,4.7
540373,1/6/2021 17:10,13280,Pet Grooming Brush,Grooming,santa clara,95051-7004,CA,West,373.541,-1.219.552,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
540373,1/6/2021 17:10,13280,UltraSound Dog Barking Deterrent,Electronics,santa clara,95051-7004,CA,West,373.541,-1.219.552,1,5,9.7,5,1.0,5,9.7,4.7,4.7
540374,1/6/2021 17:19,15845,Pet Odor Eliminator,Cleanig Supplies,brooklyn,11217-4209,NY,East,406.922,-739.902,4,4,6.14,12.4,0.6,9.6,24.56,12.16,14.96
540374,1/6/2021 17:19,15845,Sheba Perfect Portions Pat Wet Cat Food,Food,brooklyn,11217-4209,NY,East,406.922,-739.902,4,2.5,2.6,7.75,0.6,6.0,10.4,2.65,4.4
540395,1/6/2021 18:24,14702,Rechargeable Pet Nail Grinder,Grooming,indianapolis,46208-7708,IN,Central,397.683,-861.584,1,5,10.5,5,1.0,5,10.5,5.5,5.5
540396,1/6/2021 18:33,14031,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,sarasota,34243-2252,FL,East,273.364,-825.307,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
540397,,13187,NexGard Chew for Dogs,Food,san francisco,94109-2640,CA,West,377.648,-122.463,1,7,8.7,7,1.0,7,8.7,1.7,1.7
540401,1/7/2021 09:31,16013,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,galloway,08205-9718,NJ,East,394.879,-74.476,8,20,30.7,118.0,0.4,64.0,245.6,127.6,181.6
540402,1/7/2021 09:31,16567,NexGard Chew for Dogs,Food,white plains,10605-4607,NY,East,41.034,-737.629,2,7,3.3,11.9,0.8,11.2,6.6,-5.3,-4.6
540404,1/7/2021 09:40,12947,Pet Grooming Brush,Grooming,los angeles,90048-4907,CA,West,340.544,-1.182.439,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
540406,1/7/2021 09:53,,Earth Rated Dog Poop Bags,Disposables,,,,,,,17,4,4.9,48.8,0.3,20.4,83.3,34.5,62.9
540408,1/7/2021 09:55,16013,Dog and Puppy Pads,Disposables,galloway,08205-9718,NJ,East,394.879,-74.476,42,5,9.3,148.5,0.3,63.0,390.6,242.1,327.6
540407,1/7/2021 09:55,16839,Rechargeable Pet Nail Grinder,Grooming,north plains,97133-8350,OR,West,455.973,-1.229.936,2,5,7.0,8.5,0.8,8.0,14.0,5.5,6.0
540407,1/7/2021 09:55,16839,UltraSound Dog Barking Deterrent,Electronics,north plains,97133-8350,OR,West,455.973,-1.229.936,1,5,9.7,5,1.0,5,9.7,4.7,4.7
540409,1/7/2021 10:00,16019,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,hoboken,07030-8802,NJ,East,407.433,-740.324,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
540410,1/7/2021 10:04,12530,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,bella vista,72715-4732,AR,Central,364.815,-942.733,2,6,3.7,10.2,0.8,9.6,7.4,-2.8,-2.2
540413,1/7/2021 10:29,15194,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,frederick,21705-3613,MD,East,394.144,-774.106,1,12,9.9,12,1.0,12,9.9,-2.1,-2.1
540413,1/7/2021 10:29,15194,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,frederick,21705-3613,MD,East,394.144,-774.106,2,6,3.7,10.2,0.8,9.6,7.4,-2.8,-2.2
540413,1/7/2021 10:29,15194,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,frederick,21705-3613,MD,East,394.144,-774.106,1,20,41.5,20,1.0,20,41.5,21.5,21.5
540413,1/7/2021 10:29,15194,UltraSound Dog Barking Deterrent,Electronics,frederick,21705-3613,MD,East,394.144,-774.106,1,5,9.7,5,1.0,5,9.7,4.7,4.7
540415,1/7/2021 10:47,16889,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,"portland,",97229,OR,West,455.202,-1.226.742,1,20,41.5,20,1.0,20,41.5,21.5,21.5
540418,1/7/2021 11:04,,Indoor Pet Camera,Electronics,,,,,,,1,7,14.82,7,1.0,7,14.82,7.82,7.82
540418,1/7/2021 11:04,,Pet Grooming Brush,Grooming,,,,,,,1,5,21.26,5,1.0,5,21.26,16.26,16.26
540452,,13750,Canned Cat Food,Food,delray beach,33446-1025,FL,East,264.615,-800.728,16,9,8.34,103.5,0.3,43.2,133.44,29.94,90.24
540454,1/7/2021 11:57,16191,Rechargeable Pet Nail Grinder,Grooming,las vegas,89169-0319,NV,West,361.663,-1.151.492,2,5,7.5,8.5,0.8,8.0,15.0,6.5,7.0
540456,1/7/2021 12:14,13534,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,highlands ranch,80126-7585,CO,Central,395.539,-1.049.694,2,6,3.7,10.2,0.8,9.6,7.4,-2.8,-2.2
540458,1/7/2021 12:28,12501,Indoor Pet Camera,Electronics,huntsville,35824-2941,AL,East,347.298,-865.859,1,7,-0.3,7,1.0,7,-0.3,-7.3,-7.3
540461,1/7/2021 12:44,15139,Sheba Perfect Portions Pat Wet Cat Food,Food,annapolis,21409-4700,MD,East,389.786,-764.928,2,2.5,2.6,4.25,0.8,4.0,5.2,0.95,1.2
540462,1/7/2021 12:45,16779,Sheba Perfect Portions Pat Wet Cat Food,Food,tulsa,74132-2858,OK,Central,361.012,-959.251,2,2.5,2.6,4.25,0.8,4.0,5.2,0.95,1.2
540464,1/7/2021 13:17,14298,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,brunswick,31520-1613,GA,East,31.15,-814.915,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
540466,1/7/2021 13:34,15649,ProBiotic Supplements for Dogs,Supplements,charlotte,28209,NC,East,352.271,-808.431,12,7,3.5,60.9,0.3,25.2,42.0,-18.9,16.8
,1/7/2021 13:39,18198,Dog and Puppy Pads,Disposables,"madison,",53703,WI,Central,430.748,-893.838,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
540468,1/7/2021 13:55,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,20.26,4,1.0,4,20.26,16.26,16.26
540468,1/7/2021 13:55,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,1,9,26.46,9,1.0,9,26.46,17.46,17.46
540468,1/7/2021 13:55,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,1,12,32.82,12,1.0,12,32.82,20.82,20.82
540468,1/7/2021 13:55,,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,,,,,,,1,6,17.26,6,1.0,6,17.26,11.26,11.26
540469,1/7/2021 14:04,12484,Dog and Puppy Pads,Disposables,birmingham,35244-6713,AL,East,335.207,-868.024,1,5,11.7,5,1.0,5,11.7,6.7,6.7
540469,1/7/2021 14:04,12484,Pet Grooming Brush,Grooming,birmingham,35244-6713,AL,East,335.207,-868.024,1,5,5.9,5,1.0,5,5.9,0.9,0.9
540469,1/7/2021 14:04,12484,Sheba Perfect Portions Pat Wet Cat Food,Food,birmingham,35244-6713,AL,East,335.207,-868.024,2,2.5,2.6,4.25,0.8,4.0,5.2,0.95,1.2
540469,1/7/2021 14:04,12484,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,birmingham,35244-6713,AL,East,335.207,-868.024,1,20,41.5,20,1.0,20,41.5,21.5,21.5
,1/7/2021 14:21,15601,Dog and Puppy Pads,Disposables,bozeman,59715-3805,MT,West,45.68,-1.110.447,4,5,11.7,15.5,0.6,12.0,46.8,31.3,34.8
540472,1/7/2021 14:22,18179,Canned Cat Food,Food,hiles,54511-8954,WI,Central,,,1,9,10.5,9,1.0,9,10.5,1.5,1.5
540478,1/7/2021 14:53,15769,Earth Rated Dog Poop Bags,Disposables,fargo,58102-1127,ND,Central,468.772,-967.898,67,4,4.9,188.8,0.3,80.4,328.3,139.5,247.9
540480,1/7/2021 15:27,12480,UltraSound Dog Barking Deterrent,Electronics,birmingham,35242-5056,AL,East,335.207,-868.024,1,5,9.7,5,1.0,5,9.7,4.7,4.7
540489,1/7/2021 16:32,13593,Dog and Puppy Pads,Disposables,bethlehem,06751-2210,CT,East,416.394,-732.081,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
540489,1/7/2021 16:32,13593,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,bethlehem,06751-2210,CT,East,416.394,-732.081,1,12,9.9,12,1.0,12,9.9,-2.1,-2.1
540489,1/7/2021 16:32,13593,NexGard Chew for Dogs,Food,bethlehem,06751-2210,CT,East,416.394,-732.081,1,7,8.7,7,1.0,7,8.7,1.7,1.7
540493,1/7/2021 16:34,14867,Pet Odor Eliminator,Cleanig Supplies,louisville,40214-4967,KY,Central,382.542,-857.594,4,4,6.14,12.4,0.6,9.6,24.56,12.16,14.96
540498,1/9/2021 10:06,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,,,,,,,1,20,41.5,20,1.0,20,41.5,21.5,21.5
540499,1/9/2021 10:21,16923,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,dunmore,18512,PA,East,414.198,-756.324,1,20,41.5,20,1.0,20,41.5,21.5,21.5
,1/9/2021 10:26,15465,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,rochester,55902-1537,MN,Central,440.233,-92.463,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
540504,1/9/2021 11:02,13668,Dog and Puppy Pads,Disposables,washington,20005-4051,DC,East,38.895,-770.366,1,5,11.7,5,1.0,5,11.7,6.7,6.7
540506,1/9/2021 11:12,17796,Rechargeable Pet Nail Grinder,Grooming,burke,22015,VA,East,387.771,-772.755,1,5,10.5,5,1.0,5,10.5,5.5,5.5
540506,1/9/2021 11:12,17796,UltraSound Dog Barking Deterrent,Electronics,burke,22015,VA,East,387.771,-772.755,1,5,9.7,5,1.0,5,9.7,4.7,4.7
540508,1/9/2021 11:20,14810,UltraSound Dog Barking Deterrent,Electronics,pittsburg,66762-8545,KS,Central,374.109,-94.705,1,5,9.7,5,1.0,5,9.7,4.7,4.7
540510,1/9/2021 11:32,,Rechargeable Pet Nail Grinder,Grooming,,,,,,,1,5,10.5,5,1.0,5,10.5,5.5,5.5
540511,1/9/2021 11:34,14472,Pet Odor Eliminator,Cleanig Supplies,chicago,60643-2829,IL,Central,418.756,-876.244,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
540511,,14472,UltraSound Dog Barking Deterrent,Electronics,chicago,60643-2829,IL,Central,418.756,-876.244,1,5,9.7,5,1.0,5,9.7,4.7,4.7
540513,1/9/2021 11:41,13758,Dog and Puppy Pads,Disposables,doral,33178-2370,FL,East,258.195,-803.553,6,5,9.3,22.5,0.5,15.0,55.8,33.3,40.8
540513,1/9/2021 11:41,,ProBiotic Supplements for Dogs,Supplements,,,,,,,2,7,7.7,11.9,0.8,11.2,15.4,3.5,4.2
540514,,15708,Dog and Puppy Pads,Disposables,lillington,27546-6395,NC,East,353.991,-788.156,1,5,11.7,5,1.0,5,11.7,6.7,6.7
540517,1/9/2021 12:02,17128,Dog and Puppy Pads,Disposables,millerton,16936,PA,East,419.834,-769.386,1,5,11.7,5,1.0,5,11.7,6.7,6.7
540519,1/9/2021 12:12,12793,Pet Grooming Brush,Grooming,el monte,91732-1628,CA,West,340.752,-1.180.368,4,5,5.9,15.5,0.6,12.0,23.6,8.1,11.6
540520,1/9/2021 12:31,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,6.7,4,1.0,4,6.7,2.7,2.7
